X,Y,fid,OBJECTID,SUM_Popula,SUM_Househ,Code_Prov,Province,code_Dist,District,Code_Sect_,Sector,Orientatio,Shape_Leng,Shape_Area,Name,Prov_Engl,ProvName,District_I,Sect_ID1,Sect_ID2,EAs_Num,SAs_Num,Other_Name,Size,kigali_sectors_OBJECTID,kigali_sectors_SUM_Popula,kigali_sectors_SUM_Househ,kigali_sectors_Code_Prov,kigali_sectors_Province,kigali_sectors_code_Dist,kigali_sectors_District,kigali_sectors_Code_Sect_,kigali_sectors_Orientatio,kigali_sectors_Shape_Leng,kigali_sectors_Shape_Area,kigali_sectors_Name,kigali_sectors_Prov_Engl,kigali_sectors_ProvName,kigali_sectors_District_I,kigali_sectors_Sect_ID1,kigali_sectors_Sect_ID2,kigali_sectors_EAs_Num,kigali_sectors_SAs_Num,kigali_sectors_Other_Name,kigali_sectors_Size,province_2,district_2,sector_2,sector_id,Male,Female,Total,period
30.2358607490278,-1.93653893587126,25,24,32277,7239,"1",Umujyi wa Kigali,"12",Gasabo,"1214",Rusororo,1,0.37734487662,0.00424574175,Gasabo_Rusororo_1214,Kigali City,Kigali City /Umujyi wa Kigali,2,1,4,57,13,(Gasabo District),1,24,32277.00000000000,7239.00000000000,"1",Umujyi wa Kigali,"12",Gasabo,"1214",1,0.37734487662,0.00424574175,Gasabo_Rusororo_1214,Kigali City,Kigali City /Umujyi wa Kigali,2,1,4,57,13,(Gasabo District),1,City of Kigali,Gasabo,Rusororo,"1214","30812","30975","61787","2022"
30.1744479889579,-1.82513033505994,26,25,18284,3808,"1",Umujyi wa Kigali,"12",Gasabo,"1215",Rutunga,2,0.293444174,0.003471483,Gasabo_Rutunga_1215,Kigali City,Kigali City /Umujyi wa Kigali,2,1,5,27,6,(Gasabo District),1,25,18284.00000000000,3808.00000000000,"1",Umujyi wa Kigali,"12",Gasabo,"1215",2,0.29344417400,0.00347148300,Gasabo_Rutunga_1215,Kigali City,Kigali City /Umujyi wa Kigali,2,1,5,27,6,(Gasabo District),1,City of Kigali,Gasabo,Rutunga,"1215","10865","11603","22468","2022"
30.1096527018715,-2.03160459099077,27,26,23093,5684,"1",Umujyi wa Kigali,"13",Kicukiro,"1301",Gahanga,2,0.3253687439,0.002988911,Kicukiro_Gahanga_1301,Kigali City,Kigali City /Umujyi wa Kigali,3,0,1,50,10,(Kicukiro District),1,26,23093.00000000000,5684.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1301",2,0.32536874390,0.00298891100,Kicukiro_Gahanga_1301,Kigali City,Kigali City /Umujyi wa Kigali,3,0,1,50,10,(Kicukiro District),1,City of Kigali,Kicukiro,Gahanga,"1301","40127","38955","79082","2022"
30.082892027212,-1.99817245635344,28,27,46613,11681,"1",Umujyi wa Kigali,"13",Kicukiro,"1302",Gatenga,2,0.17649245624,0.00101127932,Kicukiro_Gatenga_1302,Kigali City,Kigali City /Umujyi wa Kigali,3,0,2,80,15,(Kicukiro District),1,27,46613.00000000000,11681.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1302",2,0.17649245624,0.00101127932,Kicukiro_Gatenga_1302,Kigali City,Kigali City /Umujyi wa Kigali,3,0,2,80,15,(Kicukiro District),1,City of Kigali,Kicukiro,Gatenga,"1302","34465","32619","67084","2022"
30.0786945363015,-1.97318995524235,29,28,16237,4128,"1",Umujyi wa Kigali,"13",Kicukiro,"1303",Gikondo,2,0.11402935256,0.00027520273,Kicukiro_Gikondo_1303,Kigali City,Kigali City /Umujyi wa Kigali,3,0,3,31,7,(Kicukiro District),1,28,16237.00000000000,4128.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1303",2,0.11402935256,0.00027520273,Kicukiro_Gikondo_1303,Kigali City,Kigali City /Umujyi wa Kigali,3,0,3,31,7,(Kicukiro District),1,City of Kigali,Kicukiro,Gikondo,"1303","11383","8420","19803","2022"
30.113396475763,-1.99774044941261,30,29,13474,3059,"1",Umujyi wa Kigali,"13",Kicukiro,"1304",Kagarama,1,0.13932950335,0.0006498333,Kicukiro_Kagarama_1304,Kigali City,Kigali City /Umujyi wa Kigali,3,0,4,25,6,(Kicukiro District),3,29,13474.00000000000,3059.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1304",1,0.13932950335,0.00064983330,Kicukiro_Kagarama_1304,Kigali City,Kigali City /Umujyi wa Kigali,3,0,4,25,6,(Kicukiro District),3,City of Kigali,Kicukiro,Kagarama,"1304","10839","10438","21277","2022"
30.144964642803,-1.99771639451183,31,30,43014,10048,"1",Umujyi wa Kigali,"13",Kicukiro,"1305",Kanombe,2,0.24553864889,0.00186958957,Kicukiro_Kanombe_1305,Kigali City,Kigali City /Umujyi wa Kigali,3,0,5,79,15,(Kicukiro District),1,30,43014.00000000000,10048.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1305",2,0.24553864889,0.00186958957,Kicukiro_Kanombe_1305,Kigali City,Kigali City /Umujyi wa Kigali,3,0,5,79,15,(Kicukiro District),1,City of Kigali,Kicukiro,Kanombe,"1305","36321","36025","72346","2022"
30.0971624228108,-1.97181489693344,32,31,16386,4121,"1",Umujyi wa Kigali,"13",Kicukiro,"1306",Kicukiro,2,0.06990347258,0.00016649026,Kicukiro_Kicukiro_1306,Kigali City,Kigali City /Umujyi wa Kigali,3,0,6,31,7,(Kicukiro District),1,31,16386.00000000000,4121.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1306",2,0.06990347258,0.00016649026,Kicukiro_Kicukiro_1306,Kigali City,Kigali City /Umujyi wa Kigali,3,0,6,31,7,(Kicukiro District),1,City of Kigali,Kicukiro,Kicukiro,"1306","7328","6711","14039","2022"
30.0645858908553,-1.98752030515967,33,32,43088,10102,"1",Umujyi wa Kigali,"13",Kicukiro,"1307",Kigarama,2,0.14792955659,0.00067977487,Kicukiro_Kigarama_1307,Kigali City,Kigali City /Umujyi wa Kigali,3,0,7,72,15,(Kicukiro District),1,32,43088.00000000000,10102.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1307",2,0.14792955659,0.00067977487,Kicukiro_Kigarama_1307,Kigali City,Kigali City /Umujyi wa Kigali,3,0,7,72,15,(Kicukiro District),1,City of Kigali,Kicukiro,Kigarama,"1307","32243","30910","63153","2022"
30.2031606842658,-2.02225746836193,34,33,37093,9626,"1",Umujyi wa Kigali,"13",Kicukiro,"1308",Masaka,2,0.34563050638,0.00428513559,Kicukiro_Masaka_1308,Kigali City,Kigali City /Umujyi wa Kigali,3,0,8,71,14,(Kicukiro District),1,33,37093.00000000000,9626.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1308",2,0.34563050638,0.00428513559,Kicukiro_Masaka_1308,Kigali City,Kigali City /Umujyi wa Kigali,3,0,8,71,14,(Kicukiro District),1,City of Kigali,Kicukiro,Masaka,"1308","38739","40049","78788","2022"
30.1138244408997,-1.97635403627992,35,34,22863,5099,"1",Umujyi wa Kigali,"13",Kicukiro,"1309",Niboye,2,0.10464732084,0.00040867372,Kicukiro_Niboye_1309,Kigali City,Kigali City /Umujyi wa Kigali,3,0,9,46,9,(Kicukiro District),1,34,22863.00000000000,5099.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1309",2,0.10464732084,0.00040867372,Kicukiro_Niboye_1309,Kigali City,Kigali City /Umujyi wa Kigali,3,0,9,46,9,(Kicukiro District),1,City of Kigali,Kicukiro,Niboye,"1309","13652","13260","26912","2022"
30.1579921660416,-1.97447181251626,36,35,40790,9176,"1",Umujyi wa Kigali,"13",Kicukiro,"1310",Nyarugunga,1,0.19306288529,0.00124200728,Kicukiro_Nyarugunga_1310,Kigali City,Kigali City /Umujyi wa Kigali,3,1,0,64,13,(Kicukiro District),3,35,40790.00000000000,9176.00000000000,"1",Umujyi wa Kigali,"13",Kicukiro,"1310",1,0.19306288529,0.00124200728,Kicukiro_Nyarugunga_1310,Kigali City,Kigali City /Umujyi wa Kigali,3,1,0,64,13,(Kicukiro District),3,City of Kigali,Kicukiro,Nyarugunga,"1310","24018","25229","49247","2022"
